Name,Phone,Email,Location,Subjects,Grade_Level,Tutoring_Approach,Rates_Per_Hour,Mode_of_Tutoring,Experience_Years,Education
Yash Nayak,7897132396,yash.nayak@gmail.com,Kandhamal,English,Only 9th-10th CHSE & CBSE,Interactive and student-centered,595,Online,6,B.Ed
Aabha Kar,7256855877,aabha.kar@gmail.com,Sambalpur,Dance,Class 6-10 CBSE,Interactive and student-centered,422,In-person,17,M.A
Uday Jadhav,8840268575,uday.jadhav@gmail.com,Angul,Physical Education,Class 1-5 CHSE,Interactive and student-centered,590,Both,12,B.Ed
Neerja Sahu,7977431066,neerja.sahu@gmail.com,Bolangir,Social Studies,Class 6-10 all,Interactive and student-centered,494,Both,1,B.Ed
Ritesh Patel,9234853211,ritesh.patel@gmail.com,Malkangiri,Environmental Studies,Class 11-12 CBSE,Interactive and student-centered,753,Both,3,M.A
Darshan Patnaik,8112772810,darshan.patnaik@gmail.com,Sambalpur,Accountancy,Only 9th-10th CHSE,Interactive and student-centered,993,Online,20,M.Sc
Hari Rai,8635550760,hari.rai@gmail.com,Bhadrak,Hindi,Class 1-5 ICSE,Interactive and student-centered,410,Both,12,M.A
Hrithik Mohanty,9448872394,hrithik.mohanty@gmail.com,Nuapada,Business Studies,Class 11-12 CHSE,Interactive and student-centered,354,In-person,6,PhD
Tarun Bhoi,8450311299,tarun.bhoi@gmail.com,Jajpur,English,Class 1-5 CBSE,Interactive and student-centered,821,Both,18,B.Ed
Abhay Mishra,8527154454,abhay.mishra@gmail.com,Sundargarh,Physics,Class 11-12 ICSE,Interactive and student-centered,584,Both,16,B.Ed
Gitali Thakur,9623429586,gitali.thakur@gmail.com,Jajpur,Hindi,Only 9th-10th CBSE,Interactive and student-centered,760,Both,3,B.Ed
Mala Patel,7939435220,mala.patel@gmail.com,Jajpur,Chemistry,Class 1-5 ICSE,Interactive and student-centered,932,In-person,12,M.Sc
Harsha Das,7888610853,harsha.das@gmail.com,Cuttack,General Science,Class 1-5 CBSE,Interactive and student-centered,977,Online,1,PhD
Ravi Reddy,7669578855,ravi.reddy@gmail.com,Kandhamal,Dance,Class 11-12 ICSE,Interactive and student-centered,414,Both,10,B.Sc
Deepali Mohapatra,9620517974,deepali.mohapatra@gmail.com,Ganjam,Dance,Class 6-10 ICSE,Interactive and student-centered,403,In-person,4,B.Sc
Soni Mahapatra,7889547613,soni.mahapatra@gmail.com,Balasore,Dance,Class 1-5 CBSE,Interactive and student-centered,569,In-person,20,M.Sc
Sudhir Sahu,7865821705,sudhir.sahu@gmail.com,Angul,Economics,Only 9th-10th all,Interactive and student-centered,845,Online,3,M.A
Suhas Bhatia,7618386480,suhas.bhatia@gmail.com,Gajapati,Environmental Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,590,Both,3,B.Sc
Jaya Thakur,8442611464,jaya.thakur@gmail.com,Bhadrak,Computer Science,Class 11-12 CHSE,Interactive and student-centered,580,In-person,9,PhD
Kamala Sahu,8480610330,kamala.sahu@gmail.com,Angul,Physical Education,Class 1-5 all,Interactive and student-centered,890,In-person,17,B.Sc
Tanvi Mishra,9640974306,tanvi.mishra@gmail.com,Rayagada,Environmental Studies,Only 9th-10th ICSE,Interactive and student-centered,375,Online,11,M.Sc
Ganesh Kumar,8979658605,ganesh.kumar@gmail.com,Jajpur,Psychology,Class 1-5 ICSE,Interactive and student-centered,520,Both,15,B.Ed
Sandeep Jadhav,7231213080,sandeep.jadhav@gmail.com,Dhenkanal,Statistics,Class 6-10 CHSE & CBSE,Interactive and student-centered,979,In-person,15,M.Sc
Suhas Panda,7774088202,suhas.panda@gmail.com,Nabarangpur,Accountancy,Class 6-10 CBSE,Interactive and student-centered,635,Both,12,PhD
Parth Sahu,9794334988,parth.sahu@gmail.com,Nuapada,Mathematics,Class 11-12 CHSE & CBSE,Interactive and student-centered,777,In-person,12,M.Sc
Pranav Mishra,8202587073,pranav.mishra@gmail.com,Dhenkanal,English,Class 11-12 all,Interactive and student-centered,675,Both,18,M.A
Ameer Choudhury,8357329420,ameer.choudhury@gmail.com,Angul,Political Science,Only 9th-10th CHSE & CBSE,Interactive and student-centered,581,Online,17,B.Ed
Neeta Sahu,7861814606,neeta.sahu@gmail.com,Bhadrak,Psychology,Class 11-12 CBSE,Interactive and student-centered,977,Both,19,PhD
Ritesh Maheshwari,9638569426,ritesh.maheshwari@gmail.com,Deogarh,Hindi,Class 11-12 ICSE,Interactive and student-centered,999,Online,13,B.Sc
Chaitanya Rath,8884397352,chaitanya.rath@gmail.com,Bhubaneswar,English,Class 1-5 all,Interactive and student-centered,824,Both,8,PhD
Akanksha Mohanty,7893467074,akanksha.mohanty@gmail.com,Sundargarh,Art and Craft,Only 9th-10th CBSE,Interactive and student-centered,988,In-person,12,M.Sc
Juhi Maji,8356962717,juhi.maji@gmail.com,Keonjhar,Dance,Class 1-5 CHSE & CBSE,Interactive and student-centered,466,Online,12,M.Sc
Raghavendra Nayak,7234034545,raghavendra.nayak@gmail.com,Balangir,Hindi,Only 9th-10th CBSE,Interactive and student-centered,361,In-person,14,B.Sc
Sandeep Kumar,9927724011,sandeep.kumar@gmail.com,Bolangir,Business Studies,Class 1-5 CBSE,Interactive and student-centered,541,In-person,9,B.Sc
Chiranjeevi Sethi,7120725981,chiranjeevi.sethi@gmail.com,Bhadrak,Computer Science,Class 11-12 CBSE,Interactive and student-centered,756,Online,12,M.A
Hemal Bhoi,8711954859,hemal.bhoi@gmail.com,Sundargarh,Business Studies,Class 6-10 ICSE,Interactive and student-centered,339,In-person,12,M.Sc
Rakesh Nanda,8461832856,rakesh.nanda@gmail.com,Bolangir,Social Studies,Class 11-12 ICSE,Interactive and student-centered,711,Both,6,B.Ed
Shikha Sen,9217098442,shikha.sen@gmail.com,Jajpur,Moral Science,Class 6-10 CBSE,Interactive and student-centered,512,In-person,20,B.Sc
Shailesh Mohapatra,9658859852,shailesh.mohapatra@gmail.com,Jajpur,History,Class 1-5 CBSE,Interactive and student-centered,386,In-person,14,B.Ed
Devendra Patel,9681953970,devendra.patel@gmail.com,Nuapada,Social Studies,Class 11-12 ICSE,Interactive and student-centered,661,Online,17,B.Sc
Rakhi Kumar,9503684441,rakhi.kumar@gmail.com,Puri,Moral Science,Only 9th-10th all,Interactive and student-centered,522,Both,9,PhD
Sneha Kumar,9174944574,sneha.kumar@gmail.com,Angul,Political Science,Class 11-12 CBSE,Interactive and student-centered,796,In-person,11,M.A
Anvi Mohapatra,8495636141,anvi.mohapatra@gmail.com,Sundargarh,History,Only 9th-10th CHSE & CBSE,Interactive and student-centered,456,Both,15,B.Sc
Gaurav Kar,7387735582,gaurav.kar@gmail.com,Ganjam,Environmental Studies,Class 1-5 CBSE,Interactive and student-centered,631,Online,3,B.Ed
Meghna Pradhan,7641043784,meghna.pradhan@gmail.com,Angul,Informatics Practices,Class 6-10 all,Interactive and student-centered,833,Both,3,M.Sc
Pramod Swain,8295943624,pramod.swain@gmail.com,Kendrapara,Environmental Studies,Class 11-12 CHSE,Interactive and student-centered,985,Online,13,B.Ed
Akanksha Nayak,9277084632,akanksha.nayak@gmail.com,Bargarh,Environmental Studies,Only 9th-10th all,Interactive and student-centered,563,Online,2,B.Ed
Bhavna Ray,7798345273,bhavna.ray@gmail.com,Bhadrak,Statistics,Only 9th-10th ICSE,Interactive and student-centered,509,In-person,14,B.Sc
Deepak Pattanaik,9637121315,deepak.pattanaik@gmail.com,Jagatsinghpur,Economics,Only 9th-10th CHSE,Interactive and student-centered,758,Both,19,PhD
Nandini Sarangi,9513359423,nandini.sarangi@gmail.com,Nayagarh,Social Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,913,Both,16,B.Ed
Simi Swain,7124684775,simi.swain@gmail.com,Jharsuguda,Environmental Studies,Class 11-12 ICSE,Interactive and student-centered,413,Both,3,M.Sc
Preeti Dharma,7167087951,preeti.dharma@gmail.com,Bargarh,Environmental Studies,Class 11-12 all,Interactive and student-centered,688,Both,12,B.Ed
Uday Mahapatra,9881343418,uday.mahapatra@gmail.com,Deogarh,General Science,Only 9th-10th CHSE,Interactive and student-centered,337,Online,13,M.Sc
Sudhir Panda,7227959562,sudhir.panda@gmail.com,Kendrapara,Business Studies,Only 9th-10th all,Interactive and student-centered,555,In-person,15,B.Ed
Yash Sahoo,9877667600,yash.sahoo@gmail.com,Balasore,Art and Craft,Class 1-5 CHSE,Interactive and student-centered,370,Online,16,PhD
Rishabh Baran,9439409678,rishabh.baran@gmail.com,Ganjam,General Science,Only 9th-10th CHSE,Interactive and student-centered,442,Online,3,M.Sc
Rishabh Kar,8576519815,rishabh.kar@gmail.com,Kandhamal,Environmental Studies,Class 6-10 CHSE & CBSE,Interactive and student-centered,304,Online,20,PhD
Malhar Mallick,7910104920,malhar.mallick@gmail.com,Gajapati,Psychology,Class 1-5 CHSE & CBSE,Interactive and student-centered,423,Both,9,B.Sc
Pooja Barik,8195320957,pooja.barik@gmail.com,Sundargarh,Business Studies,Class 1-5 all,Interactive and student-centered,884,Online,7,B.Sc
Srishti Sahu,9813479906,srishti.sahu@gmail.com,Keonjhar,English,Class 6-10 ICSE,Interactive and student-centered,538,In-person,18,B.Sc
Sakshi Ghosh,7743422327,sakshi.ghosh@gmail.com,Puri,General Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,837,In-person,19,M.Sc
Sapna Samantray,8485848444,sapna.samantray@gmail.com,Sambalpur,Physical Education,Only 9th-10th CHSE,Interactive and student-centered,382,Both,6,M.A
Daksh Dhar,8471502040,daksh.dhar@gmail.com,Deogarh,Dance,Class 11-12 CHSE & CBSE,Interactive and student-centered,856,Online,8,B.Ed
Harish Rout,8420447969,harish.rout@gmail.com,Nabarangpur,Physics,Class 1-5 ICSE,Interactive and student-centered,389,In-person,7,B.Ed
Ekansh Nayak,9417889987,ekansh.nayak@gmail.com,Nuapada,Business Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,894,Online,5,B.Sc
Reena Das,8258601117,reena.das@gmail.com,Kendrapara,Business Studies,Only 9th-10th CHSE,Interactive and student-centered,885,In-person,4,PhD
Ritesh Bana,7538666286,ritesh.bana@gmail.com,Malkangiri,Moral Science,Only 9th-10th all,Interactive and student-centered,884,In-person,17,B.Sc
Priya Sen,7619102240,priya.sen@gmail.com,Jagatsinghpur,General Science,Class 6-10 all,Interactive and student-centered,590,Online,2,PhD
Saurabh Rout,7893056695,saurabh.rout@gmail.com,Jharsuguda,Dance,Only 9th-10th all,Interactive and student-centered,725,Online,10,M.A
Himanshu Mishra,7621978499,himanshu.mishra@gmail.com,Jagatsinghpur,Economics,Only 9th-10th all,Interactive and student-centered,705,In-person,12,B.Ed
Kriti Ghosh,9838988002,kriti.ghosh@gmail.com,Nayagarh,Political Science,Class 6-10 all,Interactive and student-centered,409,In-person,17,M.A
Sanjoy Mishra,9715215636,sanjoy.mishra@gmail.com,Sambalpur,History,Class 1-5 CHSE,Interactive and student-centered,375,Online,16,M.A
Mala Kumar,8561135637,mala.kumar@gmail.com,Jagatsinghpur,Informatics Practices,Only 9th-10th CHSE,Interactive and student-centered,700,Online,1,M.A
Trisha Bhunia,9929338634,trisha.bhunia@gmail.com,Deogarh,Moral Science,Class 11-12 CHSE,Interactive and student-centered,436,Online,4,B.Ed
Abhijeet Mohanty,9202945607,abhijeet.mohanty@gmail.com,Cuttack,History,Class 1-5 all,Interactive and student-centered,359,Online,9,B.Ed
Ananya Samal,7417008878,ananya.samal@gmail.com,Ganjam,Sociology,Class 6-10 CBSE,Interactive and student-centered,367,Online,1,M.A
Varun Mallick,9807673226,varun.mallick@gmail.com,Jharsuguda,Statistics,Class 6-10 all,Interactive and student-centered,382,Both,12,B.Ed
Soni Sarma,8818497656,soni.sarma@gmail.com,Nabarangpur,Physics,Class 1-5 CHSE & CBSE,Interactive and student-centered,418,In-person,14,PhD
Ashwini Mishra,8558831675,ashwini.mishra@gmail.com,Keonjhar,Dance,Class 1-5 CHSE,Interactive and student-centered,881,In-person,10,M.A
Chintan Choudhury,9894975560,chintan.choudhury@gmail.com,Keonjhar,Mathematics,Only 9th-10th all,Interactive and student-centered,844,In-person,8,B.Ed
Parul Bansal,9511479681,parul.bansal@gmail.com,Sundargarh,Accountancy,Class 1-5 CBSE,Interactive and student-centered,489,Online,10,B.Sc
Meera Mahapatra,7497157175,meera.mahapatra@gmail.com,Kandhamal,General Science,Class 6-10 all,Interactive and student-centered,608,In-person,6,M.A
Alisha Maheshwari,9788379218,alisha.maheshwari@gmail.com,Kandhamal,Geography,Only 9th-10th CHSE,Interactive and student-centered,945,Both,16,PhD
Divya Dhal,9454831061,divya.dhal@gmail.com,Keonjhar,Biology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,484,Both,18,M.A
Keshav Padhy,8333999761,keshav.padhy@gmail.com,Kalahandi,Statistics,Class 11-12 ICSE,Interactive and student-centered,423,Both,6,M.A
Tarun Brahma,7856280315,tarun.brahma@gmail.com,Bhadrak,Geography,Class 1-5 CHSE,Interactive and student-centered,770,In-person,18,B.Sc
Hriday Thakur,7816761233,hriday.thakur@gmail.com,Dhenkanal,Computer Science,Class 1-5 CBSE,Interactive and student-centered,981,Both,18,PhD
Jayesh Dash,9379948007,jayesh.dash@gmail.com,Cuttack,Geography,Class 1-5 ICSE,Interactive and student-centered,958,Online,4,PhD
Parthasarathi Rath,7379505018,parthasarathi.rath@gmail.com,Deogarh,Music,Class 11-12 all,Interactive and student-centered,476,In-person,10,B.Sc
Jaya Mishra,8720919514,jaya.mishra@gmail.com,Bolangir,English,Class 6-10 all,Interactive and student-centered,946,Online,6,PhD
Ojas Jadhav,9444871829,ojas.jadhav@gmail.com,Mayurbhanj,Music,Class 1-5 CBSE,Interactive and student-centered,348,In-person,5,M.Sc
Sagar Das,7489152061,sagar.das@gmail.com,Sambalpur,General Science,Class 6-10 ICSE,Interactive and student-centered,846,In-person,6,B.Sc
Sheela Rath,8960699997,sheela.rath@gmail.com,Balasore,Psychology,Only 9th-10th all,Interactive and student-centered,393,Online,8,M.A
Mohini Reddy,8105912252,mohini.reddy@gmail.com,Nayagarh,Dance,Class 1-5 CBSE,Interactive and student-centered,706,Both,5,B.Sc
Anjali Patra,7395033809,anjali.patra@gmail.com,Sambalpur,General Science,Only 9th-10th ICSE,Interactive and student-centered,403,In-person,11,PhD
Vishakha Mishra,7867492924,vishakha.mishra@gmail.com,Khurda,Political Science,Only 9th-10th all,Interactive and student-centered,692,Both,6,B.Sc
Harsha Samantray,8668318180,harsha.samantray@gmail.com,Bargarh,Statistics,Class 6-10 all,Interactive and student-centered,947,In-person,3,M.A
Sanjoy Maheshwari,9624126209,sanjoy.maheshwari@gmail.com,Jajpur,Mathematics,Class 6-10 CBSE,Interactive and student-centered,817,In-person,9,B.Sc
Sudhir Khatua,9218261078,sudhir.khatua@gmail.com,Keonjhar,Chemistry,Only 9th-10th CHSE & CBSE,Interactive and student-centered,552,Both,20,B.Sc
Shalini Ghosh,7817134705,shalini.ghosh@gmail.com,Sundargarh,Economics,Only 9th-10th CHSE,Interactive and student-centered,848,Both,15,M.Sc
Jaya Prasanna,7362771867,jaya.prasanna@gmail.com,Jagatsinghpur,Environmental Studies,Class 11-12 ICSE,Interactive and student-centered,771,Both,5,B.Sc
Urvashi Chand,8832041698,urvashi.chand@gmail.com,Gajapati,Sociology,Class 11-12 CHSE & CBSE,Interactive and student-centered,460,Online,14,M.A
Malhar Patnaik,7287946312,malhar.patnaik@gmail.com,Rayagada,Accountancy,Only 9th-10th CBSE,Interactive and student-centered,421,In-person,2,M.Sc
Seema Reddy,7279438637,seema.reddy@gmail.com,Bolangir,Biology,Class 1-5 all,Interactive and student-centered,780,In-person,11,PhD
Anurag Choudhury,7268654219,anurag.choudhury@gmail.com,Jharsuguda,Physical Education,Class 6-10 CHSE & CBSE,Interactive and student-centered,405,In-person,1,M.A
Aditi Bhowmick,7600472170,aditi.bhowmick@gmail.com,Rayagada,Biology,Only 9th-10th CBSE,Interactive and student-centered,573,Both,17,M.Sc
Tania Nanda,9466030157,tania.nanda@gmail.com,Nabarangpur,Physics,Only 9th-10th CBSE,Interactive and student-centered,977,In-person,10,M.A
Vikram Patnaik,7624600831,vikram.patnaik@gmail.com,Nayagarh,Accountancy,Class 1-5 ICSE,Interactive and student-centered,368,Both,20,B.Ed
Sandeep Rathi,7967066973,sandeep.rathi@gmail.com,Malkangiri,Mathematics,Class 6-10 all,Interactive and student-centered,348,Both,3,M.A
Gitali Patra,8753345592,gitali.patra@gmail.com,Khurda,Hindi,Only 9th-10th all,Interactive and student-centered,591,Online,13,M.Sc
Roma Swain,8982944485,roma.swain@gmail.com,Cuttack,Sociology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,773,Online,4,M.A
Soumya Pati,7769406523,soumya.pati@gmail.com,Bargarh,Geography,Only 9th-10th ICSE,Interactive and student-centered,975,Online,3,M.Sc
Akhila Pradhan,9433558269,akhila.pradhan@gmail.com,Angul,Art and Craft,Class 6-10 CBSE,Interactive and student-centered,571,Online,17,B.Ed
Ashok Mohan,9827722458,ashok.mohan@gmail.com,Kalahandi,Accountancy,Class 6-10 CHSE & CBSE,Interactive and student-centered,617,Online,12,M.Sc
Rahul Mishra,9570431802,rahul.mishra@gmail.com,Keonjhar,Social Studies,Class 6-10 all,Interactive and student-centered,980,In-person,1,M.Sc
Punit Kumar,7144730869,punit.kumar@gmail.com,Gajapati,Physics,Class 1-5 ICSE,Interactive and student-centered,549,Both,15,M.Sc
Saurabh Das,9223293053,saurabh.das@gmail.com,Puri,History,Class 11-12 CHSE,Interactive and student-centered,433,Both,3,B.Sc
Aarav Panda,8893484254,aarav.panda@gmail.com,Dhenkanal,Psychology,Class 6-10 CBSE,Interactive and student-centered,874,Online,18,PhD
Devendra Dash,8324506526,devendra.dash@gmail.com,Sambalpur,Biology,Class 1-5 CHSE,Interactive and student-centered,653,Online,10,M.Sc
Divya Barik,8358294764,divya.barik@gmail.com,Bhadrak,Accountancy,Class 1-5 CHSE & CBSE,Interactive and student-centered,830,Both,20,M.Sc
Sudha Nanda,7137488248,sudha.nanda@gmail.com,Balasore,English,Class 6-10 CHSE,Interactive and student-centered,408,In-person,19,B.Sc
Sagar Ghosh,7741190877,sagar.ghosh@gmail.com,Sambalpur,Social Studies,Class 11-12 all,Interactive and student-centered,639,Online,1,M.A
Urvashi Patnaik,8762172991,urvashi.patnaik@gmail.com,Deogarh,Hindi,Only 9th-10th CHSE,Interactive and student-centered,850,Online,4,M.A
Yash Bhol,9498662737,yash.bhol@gmail.com,Nabarangpur,Physical Education,Class 1-5 CHSE & CBSE,Interactive and student-centered,385,Both,20,PhD
Meenal Mahapatra,9683925457,meenal.mahapatra@gmail.com,Kandhamal,Environmental Studies,Only 9th-10th ICSE,Interactive and student-centered,526,In-person,1,PhD
Anushka Sahu,8226715671,anushka.sahu@gmail.com,Cuttack,Sociology,Only 9th-10th CBSE,Interactive and student-centered,503,Both,4,B.Sc
Aditi Nanda,8863293914,aditi.nanda@gmail.com,Puri,Business Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,624,Online,6,M.A
Samar Pradhan,8138229408,samar.pradhan@gmail.com,Bhadrak,Environmental Studies,Class 1-5 CBSE,Interactive and student-centered,976,In-person,5,M.Sc
Riddhi Brahma,8961067006,riddhi.brahma@gmail.com,Bhubaneswar,Dance,Class 11-12 CHSE,Interactive and student-centered,325,In-person,7,B.Ed
Ravi Mahajan,7383898192,ravi.mahajan@gmail.com,Jajpur,Geography,Class 6-10 CHSE,Interactive and student-centered,807,Both,14,M.A
Soni Tripathy,9107512190,soni.tripathy@gmail.com,Nabarangpur,Environmental Studies,Only 9th-10th CHSE,Interactive and student-centered,942,Online,16,B.Sc
Rachit Sahu,9376858856,rachit.sahu@gmail.com,Nuapada,Biology,Class 6-10 all,Interactive and student-centered,731,In-person,17,M.A
Vedant Nanda,8418524377,vedant.nanda@gmail.com,Bolangir,Physics,Class 11-12 CHSE,Interactive and student-centered,695,Both,12,B.Ed
Yash Nayak,8388024840,yash.nayak@gmail.com,Sambalpur,Geography,Class 1-5 CHSE & CBSE,Interactive and student-centered,798,Online,3,B.Sc
Saurabh Biswal,9587629394,saurabh.biswal@gmail.com,Nabarangpur,Music,Only 9th-10th ICSE,Interactive and student-centered,708,In-person,6,B.Ed
Tanvi Kumar,8590247026,tanvi.kumar@gmail.com,Bhadrak,Social Studies,Class 11-12 CBSE,Interactive and student-centered,748,In-person,2,M.A
Pallavi Panda,7330652759,pallavi.panda@gmail.com,Balasore,Business Studies,Only 9th-10th all,Interactive and student-centered,640,Online,12,B.Sc
Kalyani Pattanaik,9732187124,kalyani.pattanaik@gmail.com,Ganjam,Hindi,Class 6-10 CHSE,Interactive and student-centered,763,In-person,3,M.A
Isha Das,9472790737,isha.das@gmail.com,Mayurbhanj,Sociology,Class 1-5 CHSE & CBSE,Interactive and student-centered,543,In-person,7,B.Ed
Farhan Kumar,8530346676,farhan.kumar@gmail.com,Bargarh,Computer Science,Class 11-12 all,Interactive and student-centered,386,Both,1,M.Sc
